age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,remotework,monthlysalary,annualsalary
31,no,travel_rarely,635.72,11,Master,unknown,423,11,hombre,86,3,1, research scientist ,4,married,,10077,0,,12,3,3,1,0,4,3,5,0,3,0,1992,yes,13985.84,165922.92
31,no,travel_rarely,97.52,2,Grado,human resources,424,1,hombre,62,2,2, human resources ,1,,,17822,3,no,12,3,4,0,0,1,3,2,1,0,6410,1992,no,2145.44,25452.72
31,no,unknown,,2,Master,unknown,2297,3,hombre,32,3,1, research scientist ,4,,,7747,0,,18,3,2,1,3,2,1,2,2,2,0,1992,yes,,
52,yes,unknown,665.16,17,Master,medical,433,17,hombre,85,2,2, research scientist ,2,,,17747,2,no,15,,1,0,11,3,2,8,7,7,4941,1971,no,14633.520000000002,173606.76
28,yes,unknown,1064.44,2,Master,medical,440,1,hombre,84,1,1, research scientist ,4,married,,24737,5,yes,13,3,4,0,0,4,2,3,2,2,0,1995,yes,23417.68,277818.84
47,no,travel_rarely,1363.44,5,Doctorado,unknown,447,4,hombre,42,3,5, research director ,3,married,,16375,4,,11,3,2,1,21,2,3,3,1,1,0,1976,no,29995.68,355857.84
29,no,unknown,678.96,9,Doctorado,other,455,2,hombre,30,2,1, laboratory technician ,4,,,7621,0,no,17,3,3,0,4,2,0,3,2,2,3983,1994,yes,14937.12,177208.56
37,no,unknown,1096.64,5,FP,medical,460,4,hombre,61,3,2, manufacturing director ,4,,,23177,7,no,16,3,3,2,8,2,2,6,0,4,6347,1986,yes,24126.08,286223.04000000004
23,no,unknown,1204.28,26,Secundaria,unknown,465,3,hombre,83,3,1, research scientist ,4,,,16092,1,,12,3,3,2,0,2,2,4,0,2,2904,2000,no,26494.16,314317.08
42,no,travel_rarely,500.48,2,Secundaria,unknown,470,3,hombre,52,3,1, human resources ,3,divorced,,24017,0,yes,11,3,3,1,4,5,3,3,1,0,2696,1981,no,11010.560000000001,130625.28
30,no,unknown,589.72,25,FP,unknown,475,4,mujer,85,3,2, sales executive ,3,,,6069,7,,12,3,2,1,4,2,4,2,2,2,0,1993,no,12973.84,153916.92
21,yes,unknown,695.52,31,Secundaria,unknown,478,1,mujer,99,2,1, sales representative ,2,single,,9150,1,,11,3,3,0,3,3,3,3,1,2,2174,2002,yes,15301.439999999999,181530.72
57,no,travel_rarely,545.56,1,Master,medical,482,4,hombre,88,3,2, healthcare representative ,3,,,2967,2,no,11,3,3,0,0,2,3,3,1,2,6755,1966,yes,12002.320000000002,142391.16
21,no,unknown,823.4,9,FP,unknown,2298,1,hombre,39,3,1, sales representative ,4,single,,2851,1,,24,4,3,0,3,3,2,3,2,2,0,2002,yes,18114.800000000003,214907.40000000002
31,no,travel_rarely,375.36,9,Master,life sciences,2299,3,hombre,42,2,1, research scientist ,2,,,7551,0,,16,3,4,0,3,5,3,2,2,2,2657,1992,yes,8257.92,97968.96
29,no,unknown,1180.36,17,Grado,unknown,495,17,hombre,54,3,1, research scientist ,4,,,18168,9,no,16,,4,0,6,4,3,3,1,2,0,1994,no,25967.920000000002,308073.96
27,no,travel_rarely,1351.48,1,FP,unknown,2300,4,hombre,82,3,1, laboratory technician ,2,,,17881,1,no,11,3,2,1,5,2,3,5,0,4,0,1996,yes,29732.56,352736.28
49,no,travel_rarely,1160.12,7,Grado,other,2301,2,hombre,31,2,3, healthcare representative ,3,single,,12066,8,no,24,4,3,0,0,2,3,5,0,0,10965,1974,yes,25522.640000000003,302791.32
36,no,travel_rarely,302.68,2,Grado,unknown,501,4,mujer,96,3,1, research scientist ,3,married,,11868,4,no,13,3,2,1,0,3,3,2,2,2,2543,1987,yes,6658.96,78999.48
34,yes,non-travel,1253.04,19,Grado,marketing,502,1,hombre,67,4,2, sales executive ,4,,,4652,8,yes,13,3,2,0,0,3,2,5,0,4,5304,1989,yes,27566.879999999997,327043.44
24,no,unknown,1261.32,10,Master,marketing,507,4,mujer,77,3,2, sales executive ,3,divorced,,5915,1,yes,12,3,4,1,0,2,4,5,0,3,0,1999,yes,27749.040000000005,329204.52
42,no,unknown,184.92,1,Master,unknown,517,2,mujer,64,3,1, laboratory technician ,1,,,20490,3,no,16,3,2,1,8,5,3,5,1,2,0,1981,yes,4068.2400000000002,48264.12
54,no,unknown,755.32,5,FP,medical,522,1,hombre,86,3,5, research director ,1,married,,8509,4,,11,3,3,1,24,4,2,4,1,2,19406,1969,no,16617.04,197138.52000000002
34,no,unknown,1270.52,4,Master,unknown,523,3,mujer,72,3,2, sales executive ,3,married,,12740,9,no,15,3,1,1,0,3,3,3,1,2,6538,1989,yes,27951.44,331605.72
43,no,unknown,287.96,21,Grado,unknown,525,4,hombre,61,3,1, laboratory technician ,4,,,15238,7,,20,4,1,1,0,1,3,3,1,2,2258,1980,yes,6335.120000000001,75157.56000000001
43,no,travel_rarely,1355.16,8,Master,other,526,3,mujer,74,3,2, healthcare representative ,3,,,2227,4,yes,14,3,4,0,0,3,3,5,0,2,0,1980,yes,29813.52,353696.76
31,no,travel_rarely,302.68,1,FP,unknown,530,4,hombre,98,2,1, laboratory technician ,1,married,,16193,1,no,12,3,3,1,4,3,0,4,3,2,2218,1992,no,6658.96,78999.48
25,yes,travel_rarely,632.96,3,Grado,medical,2302,1,hombre,91,3,1, laboratory technician ,1,married,,9396,5,no,13,3,3,1,6,5,0,2,0,2,0,1998,yes,13925.12,165202.56
45,no,unknown,176.64,10,FP,life sciences,544,1,hombre,69,3,1, research scientist ,4,married,,9655,3,no,21,,4,2,8,3,2,2,0,2,2654,1978,yes,3886.0800000000004,46103.04
52,no,travel_rarely,1370.8,4,FP,life sciences,2303,4,mujer,64,3,4, manager ,4,married,,10310,2,no,13,3,4,0,31,2,1,5,1,4,0,1971,no,30157.6,357778.8
34,yes,travel_frequently,272.32,6,FP,unknown,555,4,mujer,33,1,1, sales representative ,3,,,12253,0,no,16,3,4,1,3,3,2,2,1,0,0,1989,yes,5991.04,71075.52
26,no,travel_rarely,1241.08,23,Grado,life sciences,2304,1,mujer,90,3,1, research scientist ,4,divorced,,3032,1,no,22,4,2,2,0,3,1,3,0,2,0,1997,yes,27303.760000000002,323921.88000000006
29,no,unknown,907.12,3,Master,unknown,564,2,hombre,93,2,3, research director ,3,,,21526,1,no,18,3,3,0,0,2,3,10,0,7,11935,1994,yes,19956.64,236758.32
29,yes,unknown,375.36,25,Doctorado,technical degree,2305,3,mujer,71,2,1, research scientist ,2,married,,18300,5,no,16,3,2,0,6,2,4,2,1,1,2546,1994,no,8257.92,97968.96
46,no,unknown,928.28,2,Grado,life sciences,2306,1,hombre,51,3,4, research director ,3,married,,2288,6,no,13,3,3,0,0,2,1,3,0,1,17861,1977,no,20422.160000000003,242281.08000000002
46,no,unknown,1035.0,10,Grado,marketing,580,3,mujer,94,2,3, sales executive ,4,,,11563,2,,19,3,3,1,15,3,3,3,1,2,0,1977,no,22770.0,270135.0
30,no,travel_rarely,379.96,7,Secundaria,marketing,585,4,hombre,57,3,1, sales representative ,2,single,,18398,0,,14,3,1,0,0,3,3,3,1,2,0,1993,yes,8359.12,99169.56000000001
34,yes,travel_frequently,908.96,23,Grado,unknown,2307,2,mujer,43,3,3, human resources ,1,divorced,,11533,9,yes,15,3,3,3,0,2,3,3,0,2,0,1989,no,19997.120000000003,237238.56
42,no,unknown,1356.08,5,FP,other,591,2,hombre,97,3,1, laboratory technician ,3,married,,9260,4,no,17,3,4,1,0,4,0,2,2,0,0,1981,yes,29833.760000000002,353936.88000000006
22,yes,unknown,1258.56,25,Secundaria,technical degree,593,3,hombre,99,2,1, laboratory technician ,3,single,,9129,5,no,16,3,3,0,4,3,3,2,1,2,3894,2001,yes,27688.32,328484.16
29,no,travel_rarely,213.44,19,Grado,technical degree,611,4,hombre,34,3,2, manufacturing director ,4,divorced,,22645,4,no,12,3,2,2,8,2,4,3,1,2,4262,1994,yes,4695.68,55707.84
46,no,travel_frequently,951.28,18,Secundaria,medical,624,1,mujer,86,3,3, healthcare representative ,3,married,,8984,5,no,11,3,4,0,0,3,2,2,1,2,10527,1977,yes,20928.160000000003,248284.08000000002
32,yes,unknown,1356.08,11,Master,other,631,4,hombre,64,4,2, sales executive ,3,,,23914,8,,12,3,4,0,0,2,3,4,1,2,0,1991,yes,29833.760000000002,353936.88000000006
24,no,unknown,,24,Grado,medical,632,4,hombre,38,3,1, sales representative ,4,,,5530,0,no,13,3,3,2,3,3,3,2,2,1,2400,1999,no,,
35,no,travel_rarely,494.96,25,FP,unknown,652,1,hombre,54,2,2, laboratory technician ,4,single,,14004,4,no,14,3,4,0,0,3,3,3,0,2,3681,1988,no,10889.12,129184.56000000001
42,no,unknown,572.24,2,Master,life sciences,659,3,mujer,81,3,2, healthcare representative ,4,married,,5718,1,no,13,3,2,2,10,4,3,10,2,2,0,1981,yes,12589.28,149354.64
48,no,travel_rarely,1137.12,1,Master,unknown,664,4,mujer,40,2,4, manager ,1,married,,17997,7,no,11,3,1,1,21,3,1,3,0,2,0,1975,yes,25016.640000000003,296788.32
44,no,travel_rarely,1023.04,1,Master,unknown,665,1,mujer,50,2,2, human resources ,3,,,26894,4,no,11,,2,0,10,1,4,2,0,2,0,1979,yes,22506.88,267013.44
34,no,unknown,187.68,14,Grado,unknown,666,3,mujer,31,3,1, sales representative ,3,,,2912,1,yes,18,3,4,2,8,3,3,8,0,6,0,1989,yes,4128.96,48984.48
21,no,unknown,1235.56,22,Secundaria,technical degree,2308,3,hombre,49,3,1, sales representative ,3,,,24444,1,,11,,3,0,0,2,3,3,1,2,3447,2002,yes,27182.32,322481.16
44,no,travel_rarely,1209.8,3,Master,unknown,671,4,hombre,35,3,5, manager ,4,,,9358,4,,12,3,1,1,26,2,4,2,0,1,19513,1979,yes,26615.6,315757.8
22,no,travel_rarely,,6,Secundaria,medical,675,1,hombre,69,3,1, research scientist ,3,married,,12145,0,,20,4,4,0,0,3,3,2,2,2,0,2001,yes,,
26,no,travel_rarely,911.72,6,Grado,unknown,686,3,mujer,71,3,1, laboratory technician ,4,,,17759,1,yes,13,,3,1,0,2,3,3,0,2,2659,1997,no,20057.84,237958.92
36,no,unknown,839.96,9,FP,medical,699,2,hombre,48,2,2, manufacturing director ,2,,,13934,2,yes,11,3,3,1,13,2,3,3,0,2,8847,1987,yes,18479.120000000003,219229.56
27,no,unknown,1025.8,3,Master,medical,2309,1,hombre,54,2,1, research scientist ,4,single,,15174,0,,13,3,4,0,5,0,3,4,1,1,2045,1996,yes,22567.6,267733.8
23,no,travel_rarely,814.2,4,Grado,unknown,705,1,hombre,58,4,1, research scientist ,1,,,8544,2,,16,3,1,1,5,3,4,3,0,2,0,2000,no,17912.4,212506.2
25,no,unknown,745.2,8,Grado,life sciences,707,4,hombre,57,4,2, sales executive ,2,,,15678,0,no,22,4,3,1,4,4,3,3,1,2,4851,1998,no,16394.4,194497.2
48,no,unknown,751.64,14,Secundaria,unknown,712,14,hombre,56,4,2, sales executive ,2,married,,18597,3,,12,3,4,0,0,3,3,2,2,2,8120,1975,yes,16536.079999999998,196178.04
24,yes,travel_rarely,637.56,3,FP,life sciences,2310,1,mujer,65,3,2, sales executive ,3,single,,24785,9,no,14,3,1,0,0,3,3,2,2,0,4577,1999,yes,14026.320000000002,166403.16
60,no,travel_rarely,1084.68,16,Master,unknown,732,1,hombre,84,3,2, sales executive ,1,single,,11924,8,no,14,3,4,0,10,1,3,2,2,2,5405,1963,no,23862.960000000003,283101.48000000004
50,no,unknown,290.72,8,Master,marketing,738,4,hombre,54,3,1, sales representative ,2,married,,9983,7,no,15,3,4,1,4,2,3,2,2,2,0,1973,yes,6395.84,75877.92000000001
44,no,non-travel,350.52,24,Grado,unknown,744,1,hombre,49,1,1, laboratory technician ,3,single,,2104,2,,14,3,3,0,9,5,3,5,1,4,3708,1979,no,7711.4400000000005,91485.72000000002
47,no,travel_frequently,199.64,3,Grado,unknown,746,4,mujer,49,3,4, sales executive ,3,divorced,,10225,9,yes,12,3,4,2,28,2,2,22,11,13,13770,1976,yes,4392.08,52106.04
42,yes,unknown,858.36,19,Grado,unknown,752,3,hombre,57,4,1, research scientist ,3,divorced,,20366,6,,12,3,4,0,0,2,3,2,2,2,0,1981,yes,18883.920000000002,224031.96
43,no,travel_frequently,713.0,15,Grado,life sciences,754,4,hombre,47,2,2, sales executive ,4,married,,23683,3,,18,,3,1,7,5,3,2,2,2,0,1980,yes,15686.0,186093.0
40,no,unknown,739.68,2,Secundaria,unknown,2311,4,mujer,86,2,1, research scientist ,4,single,,22929,0,,20,4,4,0,5,2,2,4,2,3,0,1983,no,16272.960000000001,193056.48
29,no,unknown,1002.8,10,Grado,unknown,2312,4,hombre,83,3,1, sales representative ,2,,,17967,1,no,14,3,4,2,0,2,3,2,2,2,2297,1994,no,22061.600000000002,261730.80000000002
53,no,unknown,318.32,6,Grado,unknown,769,4,hombre,86,3,2, laboratory technician ,4,single,,10919,2,,17,3,4,0,19,4,3,2,2,2,2450,1970,no,7003.04,83081.52
23,no,travel_rarely,285.2,12,Secundaria,medical,2313,1,hombre,79,4,1, research scientist ,3,single,,19630,1,,18,3,4,0,0,3,3,2,0,2,0,2000,no,6274.4,74437.2
55,yes,unknown,667.0,2,Grado,medical,2314,4,hombre,78,3,5, manager ,1,,,21199,5,yes,13,3,4,1,24,2,3,5,1,4,0,1968,no,14674.0,174087.0
26,no,travel_frequently,529.0,1,FP,life sciences,792,1,mujer,71,1,1, laboratory technician ,4,,,5288,3,no,14,3,1,1,0,2,3,2,2,0,0,1997,yes,11638.0,138069.0
34,no,travel_rarely,167.44,1,Master,unknown,797,2,mujer,72,4,1, research scientist ,4,single,,13551,2,no,16,3,3,0,0,2,3,4,1,3,0,1989,no,3683.68,43701.84
27,no,unknown,762.68,8,Secundaria,marketing,800,3,hombre,84,3,2, sales executive ,4,married,,24008,0,,19,3,2,1,5,3,3,4,1,1,4342,1996,yes,16778.960000000003,199059.48
35,no,travel_rarely,353.28,8,Master,unknown,2315,1,mujer,72,3,1, sales representative ,4,,,20317,1,no,16,3,2,1,3,1,2,3,0,2,2572,1988,yes,7772.160000000001,92206.08
30,no,travel_rarely,847.32,18,Grado,unknown,806,4,hombre,38,1,1, laboratory technician ,3,married,,24375,3,no,21,,3,2,7,2,3,2,0,2,0,1993,yes,18641.04,221150.52000000002
34,no,unknown,1022.12,8,FP,unknown,2316,3,mujer,93,3,2, sales executive ,1,,,13305,5,no,17,3,2,1,0,1,3,3,1,2,6500,1989,yes,22486.64,266773.32
52,no,travel_rarely,1219.0,25,Master,life sciences,813,25,mujer,82,3,2, laboratory technician ,3,,,21821,8,,20,4,2,1,9,3,3,5,1,4,3149,1971,yes,26818.0,318159.0
33,yes,travel_rarely,108.56,16,Grado,marketing,819,1,mujer,69,3,2, sales executive ,1,single,,26507,5,,15,3,3,0,0,3,3,3,0,2,5324,1990,no,2388.32,28334.16
35,no,travel_rarely,1157.36,20,Master,unknown,2317,20,mujer,40,4,1, research scientist ,3,single,,13301,3,no,13,3,3,0,7,0,3,2,2,2,0,1988,no,25461.920000000002,302070.96
28,yes,unknown,818.8,2,Master,unknown,2318,3,hombre,64,3,1, research scientist ,3,single,,16374,6,no,17,3,4,0,5,3,2,2,2,1,4382,1995,yes,18013.600000000002,213706.80000000002
36,no,travel_rarely,957.72,13,Grado,human resources,2319,3,hombre,36,3,1, human resources ,2,married,,25527,4,,13,3,2,1,0,2,3,5,0,4,0,1987,yes,21069.84,249964.92
34,no,travel_frequently,645.84,16,Master,unknown,838,3,mujer,100,2,1, research scientist ,4,single,,8306,1,no,16,3,3,0,6,3,3,5,1,3,2553,1989,yes,14208.480000000001,168564.24000000002
34,no,unknown,762.68,3,FP,unknown,847,3,hombre,64,3,1, human resources ,4,,,2243,0,,19,3,3,1,4,1,1,3,0,2,0,1989,no,16778.960000000003,199059.48
44,no,travel_rarely,575.0,4,Grado,unknown,852,4,hombre,50,3,2, healthcare representative ,2,single,,5197,9,,12,3,4,0,10,2,2,5,2,3,5933,1979,yes,12650.0,150075.0
32,no,unknown,,13,Master,life sciences,859,2,hombre,73,3,2, sales executive ,4,divorced,,9250,2,,11,3,3,1,8,3,2,5,0,3,4403,1991,yes,,
53,no,unknown,608.12,7,FP,unknown,2320,1,mujer,78,2,3, sales executive ,4,married,,20715,7,yes,18,3,4,1,35,3,3,5,0,4,10934,1970,no,13378.64,158719.32
22,no,unknown,,1,FP,life sciences,872,4,hombre,64,2,2, manufacturing director ,4,,,19146,6,,22,4,1,2,4,2,1,2,2,2,0,2001,no,,
44,no,travel_rarely,907.12,8,Master,life sciences,874,1,hombre,62,4,1, laboratory technician ,4,,,5044,2,yes,24,4,3,1,10,2,2,3,0,2,0,1979,no,19956.64,236758.32
35,yes,travel_frequently,,25,Master,life sciences,881,4,mujer,96,3,1, research scientist ,2,divorced,,16612,1,,19,3,1,1,10,3,2,10,7,8,2022,1988,yes,,
25,no,unknown,536.36,4,Secundaria,unknown,885,3,hombre,87,2,2, sales executive ,1,,,18154,1,no,12,3,1,0,5,1,4,5,0,3,4256,1998,no,11799.92,139989.96
49,no,travel_rarely,1304.56,1,Grado,technical degree,2321,3,mujer,36,3,1, research scientist ,1,,,10554,2,no,16,3,2,1,7,2,3,4,0,2,3580,1974,no,28700.32,340490.16
24,no,non-travel,1167.48,19,Secundaria,life sciences,888,1,hombre,64,2,1, laboratory technician ,4,,,10778,0,,17,3,4,0,0,2,2,5,3,4,0,1999,no,25684.56,304712.28
38,no,travel_rarely,363.4,9,Grado,marketing,893,2,hombre,98,2,1, sales representative ,2,,,12102,0,,19,3,4,1,3,3,3,2,1,2,2899,1985,yes,7994.800000000001,94847.40000000001
29,yes,travel_rarely,313.72,1,Grado,medical,896,2,mujer,48,2,1, sales representative ,3,,,23522,6,yes,19,3,3,3,5,3,3,3,0,2,0,1994,no,6901.84,81880.92000000001
43,no,travel_frequently,,1,Grado,life sciences,902,4,mujer,33,3,2, healthcare representative ,4,married,,21782,4,,13,3,2,1,12,2,2,5,2,2,5562,1980,yes,,
28,no,travel_rarely,755.32,5,Master,medical,916,1,hombre,98,3,2, sales executive ,4,single,,24252,1,,14,3,2,0,4,3,3,4,0,2,0,1995,no,16617.04,197138.52000000002
20,yes,travel_rarely,460.0,2,Grado,unknown,922,3,mujer,49,2,1, sales representative ,3,single,,22052,1,,13,3,4,0,2,3,2,2,0,2,0,2003,yes,10120.0,120060.0
47,no,unknown,1337.68,2,Master,life sciences,925,4,mujer,65,2,1, sales representative ,4,single,,13137,1,yes,18,3,1,0,3,3,2,3,1,2,0,1976,yes,29428.960000000003,349134.48000000004
22,yes,travel_rarely,567.64,3,Secundaria,life sciences,2322,2,mujer,34,3,2, manufacturing director ,3,married,,10022,0,yes,19,3,1,1,4,3,4,3,0,2,0,2001,yes,12488.08,148154.04
28,no,unknown,915.4,9,Grado,medical,930,3,mujer,77,3,1, research scientist ,3,divorced,,9834,5,no,18,3,2,1,6,2,3,2,2,2,2377,1995,yes,20138.800000000003,238919.40000000002
39,yes,unknown,1032.24,6,Grado,medical,2323,4,hombre,70,3,1, laboratory technician ,1,married,,4303,7,,21,4,4,0,0,2,1,2,2,2,2404,1984,yes,22709.28,269414.64
33,no,travel_rarely,1102.16,1,Master,unknown,939,3,hombre,100,2,1, research scientist ,1,single,,3339,3,,11,3,2,0,0,1,3,3,0,2,2799,1990,no,24247.52,287663.76
36,no,travel_rarely,172.96,7,Master,other,2324,2,hombre,65,3,1, research scientist ,4,single,,23293,2,,18,3,3,0,8,6,3,6,0,1,0,1987,yes,3805.1200000000003,45142.560000000005
35,no,travel_rarely,1121.48,48,Grado,unknown,975,3,mujer,86,3,2, sales executive ,3,,,6179,1,,16,3,2,0,5,3,3,5,1,0,0,1988,yes,24672.56,292706.28
31,yes,unknown,308.2,9,FP,medical,991,3,hombre,46,2,1, research scientist ,1,single,,10322,0,yes,22,4,1,0,4,0,3,3,1,2,0,1992,no,6780.4,80440.2
33,no,travel_rarely,424.12,13,Secundaria,life sciences,995,2,mujer,53,3,1, research scientist ,4,single,,17241,3,,18,3,1,0,5,4,3,3,0,2,3452,1990,no,9330.64,110695.32
27,no,unknown,1043.28,24,Master,unknown,1001,24,mujer,37,3,1, laboratory technician ,2,married,,12086,9,no,14,3,2,1,4,2,3,2,2,2,2811,1996,no,22952.16,272296.08
30,yes,travel_rarely,126.96,22,Grado,unknown,2325,1,mujer,48,3,1, research scientist ,3,married,,11539,4,,11,3,2,0,0,2,0,5,0,1,0,1993,yes,2793.1200000000003,33136.560000000005
24,no,unknown,1109.52,17,Secundaria,medical,2326,4,mujer,41,2,2, manufacturing director ,3,divorced,,24117,1,no,15,3,2,2,5,6,3,4,3,2,4377,1999,no,24409.44,289584.72
35,yes,travel_rarely,572.24,14,Master,other,1010,3,hombre,39,2,1, laboratory technician ,2,divorced,,10074,1,yes,24,4,4,1,5,2,1,4,0,2,0,1988,no,12589.28,149354.64
30,yes,unknown,100.28,5,Grado,unknown,1017,2,mujer,60,3,1, laboratory technician ,2,,,25725,0,,17,3,1,0,4,3,3,3,1,2,0,1993,yes,2206.16,26173.08
48,no,travel_rarely,254.84,6,Grado,unknown,1022,1,hombre,97,2,2, healthcare representative ,3,,,13119,2,no,13,3,4,0,19,0,3,2,2,2,4240,1975,yes,5606.4800000000005,66513.24
41,no,travel_rarely,505.08,7,FP,medical,2327,4,mujer,42,3,2, manufacturing director ,3,,,23371,6,,14,3,2,0,8,6,3,2,2,1,0,1982,no,11111.76,131825.88
27,no,unknown,970.6,2,Master,unknown,1027,1,mujer,47,3,2, manufacturing director ,4,,,4658,0,,18,3,2,1,0,2,0,3,2,2,4227,1996,yes,21353.2,253326.6
35,no,travel_rarely,737.84,10,Grado,other,1028,2,hombre,45,3,1, laboratory technician ,4,,,9541,1,no,20,4,1,1,3,4,2,3,1,2,3917,1988,no,16232.480000000001,192576.24000000002
26,yes,non-travel,243.8,29,FP,medical,1037,2,hombre,79,1,2, sales executive ,1,single,,21813,8,no,18,3,4,0,0,6,3,2,2,2,4969,1997,yes,5363.6,63631.8
33,no,non-travel,954.96,8,Secundaria,life sciences,1044,2,mujer,64,2,1, sales representative ,4,,,21437,0,,19,3,4,0,0,2,2,2,2,2,0,1990,no,21009.120000000003,249244.56
26,yes,unknown,314.64,2,Grado,life sciences,1053,1,hombre,57,3,1, research scientist ,1,married,,15346,6,,14,3,2,1,6,2,3,3,1,2,2042,1997,yes,6922.08,82121.04
38,no,travel_frequently,1091.12,3,Master,unknown,2328,3,hombre,44,3,1, research scientist ,3,,,2997,3,no,16,3,1,1,8,2,3,2,2,2,2821,1985,no,24004.640000000003,284782.32
46,no,unknown,395.6,47,Master,medical,1069,47,hombre,40,3,5, research director ,4,,,21445,9,no,17,3,4,2,23,0,3,2,2,2,0,1977,yes,8703.2,103251.6
20,yes,unknown,707.48,9,Grado,marketing,1077,4,mujer,54,3,1, sales representative ,4,single,,17205,1,yes,14,3,2,0,2,3,3,2,0,2,0,2003,yes,15564.560000000001,184652.28
30,no,unknown,1081.92,20,Grado,other,1084,20,hombre,85,3,2, manufacturing director ,1,married,,9096,0,,15,3,3,1,7,1,2,6,0,2,9957,1993,no,23802.24,282381.12
27,no,non-travel,1174.84,8,Doctorado,unknown,1094,1,hombre,87,1,1, laboratory technician ,3,married,,5869,1,,19,3,4,3,3,4,0,3,1,2,0,1996,no,25846.480000000003,306633.24000000005
55,no,unknown,1003.72,2,Secundaria,unknown,1096,4,hombre,65,3,3, manufacturing director ,2,married,,15813,3,no,18,3,2,1,23,4,3,3,1,2,0,1968,yes,22081.84,261970.92
33,no,travel_rarely,601.68,5,Grado,life sciences,1099,4,hombre,34,2,3, healthcare representative ,4,,,21214,4,no,15,3,3,1,0,2,3,3,1,2,0,1990,yes,13236.960000000001,157038.48
28,no,unknown,823.4,15,FP,life sciences,1102,1,hombre,50,3,1, laboratory technician ,3,,,22482,1,no,16,3,4,1,4,5,2,4,2,2,2207,1995,yes,18114.800000000003,214907.40000000002
34,no,unknown,568.56,3,Secundaria,life sciences,1103,1,hombre,45,3,2, healthcare representative ,4,,,22266,0,no,17,3,3,0,0,1,2,6,0,4,7756,1989,yes,12508.320000000002,148394.16
33,yes,unknown,935.64,25,Grado,medical,1108,1,hombre,55,2,1, research scientist ,2,single,,2993,4,yes,20,4,2,0,5,0,3,2,2,2,0,1990,no,20584.079999999998,244202.04
33,no,unknown,892.4,7,Grado,life sciences,1114,4,mujer,30,3,2, sales executive ,2,married,,13401,0,no,17,3,3,1,4,3,3,3,0,2,0,1990,no,19632.800000000003,232916.40000000002
21,no,unknown,905.28,1,Secundaria,unknown,1131,4,mujer,70,2,1, research scientist ,2,single,,25326,1,yes,11,3,3,0,2,6,4,2,2,2,2070,2002,yes,19916.160000000003,236278.08000000002
31,no,travel_frequently,729.56,20,Grado,unknown,1135,3,hombre,67,4,1, sales representative ,4,married,,21981,0,no,12,,1,1,3,4,3,2,2,2,2791,1992,yes,16050.320000000002,190415.16
35,no,unknown,1087.44,11,FP,marketing,2329,4,hombre,54,3,2, sales executive ,4,divorced,,18500,1,,11,3,4,1,5,3,3,5,0,2,0,1988,yes,23923.68,283821.84
34,no,unknown,922.76,2,FP,unknown,1140,4,hombre,95,3,2, manufacturing director ,3,single,,15834,2,no,11,3,4,0,0,3,0,3,0,2,0,1989,yes,20300.72,240840.36
33,yes,unknown,554.76,9,Master,unknown,1157,1,mujer,77,3,2, sales executive ,1,single,,18385,0,,17,3,1,0,6,3,3,5,0,3,8224,1990,no,12204.72,144792.36
31,yes,unknown,804.08,15,Grado,medical,1160,3,hombre,72,3,1, laboratory technician ,3,,,6233,1,no,12,3,3,1,0,5,2,2,2,2,2610,1992,yes,17689.760000000002,209864.88
37,no,travel_rarely,337.64,25,FP,unknown,1161,3,mujer,52,2,2, healthcare representative ,4,,,17171,7,no,13,3,3,2,9,2,3,6,1,3,5731,1986,yes,7428.08,88124.04
27,no,travel_rarely,183.08,6,Grado,unknown,1162,4,hombre,55,2,1, research scientist ,3,married,,7950,1,no,13,,3,1,4,0,3,4,2,2,2539,1996,yes,4027.76,47783.880000000005
35,no,travel_frequently,,4,Master,other,1185,4,hombre,64,2,1, laboratory technician ,4,married,,26537,1,,13,3,2,1,2,2,4,2,2,2,2376,1988,yes,,
56,no,unknown,660.56,4,Master,unknown,2330,4,mujer,92,3,5, manager ,1,divorced,,18575,4,no,13,3,4,1,28,2,3,5,4,2,0,1967,yes,14532.320000000002,172406.16
45,no,unknown,1340.44,7,Grado,medical,1195,1,mujer,83,3,1, research scientist ,3,,,20100,4,yes,19,3,3,1,0,2,0,3,0,2,0,1978,yes,29489.68,349854.84
20,no,travel_rarely,740.6,3,Grado,unknown,2331,1,hombre,87,2,1, laboratory technician ,3,single,,12828,1,,12,3,1,0,2,2,2,2,1,2,0,2003,yes,16293.2,193296.6
